hlpi_name,series_ref,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
Expenditure quintile 5 (high),HPIQ.SEQ508,2009Q2,expq5,8,Communication,Communication,group,1304,0.6,-0.9
Maori,HPIQ.SMAO08,2009Q2,maori,8,Communication,Communication,group,1201,0.6,-0.6
Superannuitant,HPIQ.SSUP08,2009Q2,super,8,Communication,Communication,group,1026,1.4,1.2
All households,HPIQ.SALL081,2009Q2,allhh,8.1,Postal services,Postal services,subgroup,838,0,0
Beneficiary,HPIQ.SBEN081,2009Q2,benef,8.1,Postal services,Postal services,subgroup,821,0,0
Income quintile 1 (low),HPIQ.SIQ1081,2009Q2,disq1,8.1,Postal services,Postal services,subgroup,835,0,0
Income quintile 2,HPIQ.SIQ2081,2009Q2,disq2,8.1,Postal services,Postal services,subgroup,841,0,0
Income quintile 3,HPIQ.SIQ3081,2009Q2,disq3,8.1,Postal services,Postal services,subgroup,838,0,0
Income quintile 4,HPIQ.SIQ4081,2009Q2,disq4,8.1,Postal services,Postal services,subgroup,842,0,0
Income quintile 5 (high),HPIQ.SIQ5081,2009Q2,disq5,8.1,Postal services,Postal services,subgroup,834,0,0
Expenditure quintile 1 (low),HPIQ.SEQ1081,2009Q2,expq1,8.1,Postal services,Postal services,subgroup,844,0,0
Expenditure quintile 2,HPIQ.SEQ2081,2009Q2,expq2,8.1,Postal services,Postal services,subgroup,835,0,0
Expenditure quintile 3,HPIQ.SEQ3081,2009Q2,expq3,8.1,Postal services,Postal services,subgroup,838,0,0
Expenditure quintile 4,HPIQ.SEQ4081,2009Q2,expq4,8.1,Postal services,Postal services,subgroup,839,0,0
Expenditure quintile 5 (high),HPIQ.SEQ5081,2009Q2,expq5,8.1,Postal services,Postal services,subgroup,835,0,0
Maori,HPIQ.SMAO081,2009Q2,maori,8.1,Postal services,Postal services,subgroup,831,0,0
Superannuitant,HPIQ.SSUP081,2009Q2,super,8.1,Postal services,Postal services,subgroup,842,0,0
All households,HPIQ.SALL082,2009Q2,allhh,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3593,-0.4,-11
Beneficiary,HPIQ.SBEN082,2009Q2,benef,8.2,Telecommunication equipment,Telecommunication equip,subgroup,4086,-0.4,-10.9
Income quintile 1 (low),HPIQ.SIQ1082,2009Q2,disq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3411,-0.5,-8.8
Income quintile 2,HPIQ.SIQ2082,2009Q2,disq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3120,-0.4,-10.7
Income quintile 3,HPIQ.SIQ3082,2009Q2,disq3,8.2,Telecommunication equipment,Telecommunication equip,subgroup,4013,-0.4,-11.9
Income quintile 4,HPIQ.SIQ4082,2009Q2,disq4,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3940,-0.5,-11.1
Income quintile 5 (high),HPIQ.SIQ5082,2009Q2,disq5,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3758,-0.4,-11.7
Expenditure quintile 1 (low),HPIQ.SEQ1082,2009Q2,expq1,8.2,Telecommunication equipment,Telecommunication equip,subgroup,4019,-0.4,-10.7
Expenditure quintile 2,HPIQ.SEQ2082,2009Q2,expq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,2903,-0.5,-8.8
Expenditure quintile 3,HPIQ.SEQ3082,2009Q2,expq3,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3680,-0.4,-11.7
Expenditure quintile 4,HPIQ.SEQ4082,2009Q2,expq4,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3407,-0.4,-11.1
Expenditure quintile 5 (high),HPIQ.SEQ5082,2009Q2,expq5,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3920,-0.4,-11.4
Maori,HPIQ.SMAO082,2009Q2,maori,8.2,Telecommunication equipment,Telecommunication equip,subgroup,3962,-0.4,-11.4
Superannuitant,HPIQ.SSUP082,2009Q2,super,8.2,Telecommunication equipment,Telecommunication equip,subgroup,2501,-0.4,-8
All households,HPIQ.SALL083,2009Q2,allhh,8.3,Telecommunication services,Telecommunication services,subgroup,1160,1,0.3
Beneficiary,HPIQ.SBEN083,2009Q2,benef,8.3,Telecommunication services,Telecommunication services,subgroup,1095,1.3,1
Income quintile 1 (low),HPIQ.SIQ1083,2009Q2,disq1,8.3,Telecommunication services,Telecommunication services,subgroup,1073,1.1,0.9
Income quintile 2,HPIQ.SIQ2083,2009Q2,disq2,8.3,Telecommunication services,Telecommunication services,subgroup,1111,1.2,0.6
Income quintile 3,HPIQ.SIQ3083,2009Q2,disq3,8.3,Telecommunication services,Telecommunication services,subgroup,1194,0.8,-0.2
Income quintile 4,HPIQ.SIQ4083,2009Q2,disq4,8.3,Telecommunication services,Telecommunication services,subgroup,1221,0.8,0.1
Income quintile 5 (high),HPIQ.SIQ5083,2009Q2,disq5,8.3,Telecommunication services,Telecommunication services,subgroup,1255,0.7,-0.2
Expenditure quintile 1 (low),HPIQ.SEQ1083,2009Q2,expq1,8.3,Telecommunication services,Telecommunication services,subgroup,1052,1.3,1.2
Expenditure quintile 2,HPIQ.SEQ2083,2009Q2,expq2,8.3,Telecommunication services,Telecommunication services,subgroup,1146,0.9,0.1
Expenditure quintile 3,HPIQ.SEQ3083,2009Q2,expq3,8.3,Telecommunication services,Telecommunication services,subgroup,1184,0.9,-0.2
Expenditure quintile 4,HPIQ.SEQ4083,2009Q2,expq4,8.3,Telecommunication services,Telecommunication services,subgroup,1252,0.7,-0.2
Expenditure quintile 5 (high),HPIQ.SEQ5083,2009Q2,expq5,8.3,Telecommunication services,Telecommunication services,subgroup,1279,0.8,0.1
Maori,HPIQ.SMAO083,2009Q2,maori,8.3,Telecommunication services,Telecommunication services,subgroup,1170,0.7,0.2
Superannuitant,HPIQ.SSUP083,2009Q2,super,8.3,Telecommunication services,Telecommunication services,subgroup,1026,1.5,1.5
All households,HPIQ.SALL09,2009Q2,allhh,9,Recreation and culture,Recreation and culture,group,1011,-0.8,1
Beneficiary,HPIQ.SBEN09,2009Q2,benef,9,Recreation and culture,Recreation and culture,group,1064,0.4,0.9
Income quintile 1 (low),HPIQ.SIQ109,2009Q2,disq1,9,Recreation and culture,Recreation and culture,group,975,0.1,1.8
Income quintile 2,HPIQ.SIQ209,2009Q2,disq2,9,Recreation and culture,Recreation and culture,group,994,0.2,2.4
Income quintile 3,HPIQ.SIQ309,2009Q2,disq3,9,Recreation and culture,Recreation and culture,group,1029,-0.6,1.1
Income quintile 4,HPIQ.SIQ409,2009Q2,disq4,9,Recreation and culture,Recreation and culture,group,1020,-1.1,0.4
Income quintile 5 (high),HPIQ.SIQ509,2009Q2,disq5,9,Recreation and culture,Recreation and culture,group,1025,-2.3,-0.3
Expenditure quintile 1 (low),HPIQ.SEQ109,2009Q2,expq1,9,Recreation and culture,Recreation and culture,group,945,0.5,2.7
Expenditure quintile 2,HPIQ.SEQ209,2009Q2,expq2,9,Recreation and culture,Recreation and culture,group,1009,0,1.5
Expenditure quintile 3,HPIQ.SEQ309,2009Q2,expq3,9,Recreation and culture,Recreation and culture,group,1027,-0.4,1.4
Expenditure quintile 4,HPIQ.SEQ409,2009Q2,expq4,9,Recreation and culture,Recreation and culture,group,1040,-1.3,0.1
Expenditure quintile 5 (high),HPIQ.SEQ509,2009Q2,expq5,9,Recreation and culture,Recreation and culture,group,1014,-2.2,-0.1
Maori,HPIQ.SMAO09,2009Q2,maori,9,Recreation and culture,Recreation and culture,group,1058,-0.3,-0.4
Superannuitant,HPIQ.SSUP09,2009Q2,super,9,Recreation and culture,Recreation and culture,group,942,-1.3,2.2
All households,HPIQ.SALL091,2009Q2,allhh,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1958,-0.6,-11.2
Beneficiary,HPIQ.SBEN091,2009Q2,benef,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1983,-0.9,-9.8
Income quintile 1 (low),HPIQ.SIQ1091,2009Q2,disq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,2025,-0.5,-14.6
Income quintile 2,HPIQ.SIQ2091,2009Q2,disq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1992,0,-9.3
Income quintile 3,HPIQ.SIQ3091,2009Q2,disq3,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1940,-0.4,-10.2
Income quintile 4,HPIQ.SIQ4091,2009Q2,disq4,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1883,-0.6,-10.1
Income quintile 5 (high),HPIQ.SIQ5091,2009Q2,disq5,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1978,-1.2,-12.3
Expenditure quintile 1 (low),HPIQ.SEQ1091,2009Q2,expq1,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1963,-0.6,-13.1
Expenditure quintile 2,HPIQ.SEQ2091,2009Q2,expq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,2063,0,-11.4
Expenditure quintile 3,HPIQ.SEQ3091,2009Q2,expq3,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1975,-0.2,-9.2
Expenditure quintile 4,HPIQ.SEQ4091,2009Q2,expq4,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1900,-0.8,-11.8
Expenditure quintile 5 (high),HPIQ.SEQ5091,2009Q2,expq5,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1924,-1.1,-11.6
Maori,HPIQ.SMAO091,2009Q2,maori,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,1978,-0.9,-12.6
Superannuitant,HPIQ.SSUP091,2009Q2,super,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,2246,0,-14.4
All households,HPIQ.SALL092,2009Q2,allhh,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,978,2,7.5
Beneficiary,HPIQ.SBEN092,2009Q2,benef,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,1022,3.3,8.6
Income quintile 1 (low),HPIQ.SIQ1092,2009Q2,disq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,936,2.1,7.3
Income quintile 2,HPIQ.SIQ2092,2009Q2,disq2,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,1032,0.9,5
Income quintile 3,HPIQ.SIQ3092,2009Q2,disq3,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,1016,2.4,9
Income quintile 4,HPIQ.SIQ4092,2009Q2,disq4,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,1017,2.2,7.7
Income quintile 5 (high),HPIQ.SIQ5092,2009Q2,disq5,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,953,2.3,7.8
Expenditure quintile 1 (low),HPIQ.SEQ1092,2009Q2,expq1,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,990,1.9,8.2
Expenditure quintile 2,HPIQ.SEQ2092,2009Q2,expq2,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,939,4.7,5.9
Expenditure quintile 3,HPIQ.SEQ3092,2009Q2,expq3,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,993,2.5,9.2
Expenditure quintile 4,HPIQ.SEQ4092,2009Q2,expq4,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,1016,2.7,9.6
Expenditure quintile 5 (high),HPIQ.SEQ5092,2009Q2,expq5,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,972,1,4.9
Maori,HPIQ.SMAO092,2009Q2,maori,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,1001,2.9,7.5
Superannuitant,HPIQ.SSUP092,2009Q2,super,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,956,1.3,6.6
All households,HPIQ.SALL093,2009Q2,allhh,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,974,1.9,6.2
Beneficiary,HPIQ.SBEN093,2009Q2,benef,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,981,2.9,7.9
Income quintile 1 (low),HPIQ.SIQ1093,2009Q2,disq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,943,1.8,7.5
Income quintile 2,HPIQ.SIQ2093,2009Q2,disq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,968,2.2,6.8
Income quintile 3,HPIQ.SIQ3093,2009Q2,disq3,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,961,2.2,6.8
Income quintile 4,HPIQ.SIQ4093,2009Q2,disq4,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,979,2.1,6.2
Income quintile 5 (high),HPIQ.SIQ5093,2009Q2,disq5,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1010,1.2,4
Expenditure quintile 1 (low),HPIQ.SEQ1093,2009Q2,expq1,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,950,2.4,7.6
Expenditure quintile 2,HPIQ.SEQ2093,2009Q2,expq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,959,2,7.2
Expenditure quintile 3,HPIQ.SEQ3093,2009Q2,expq3,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,975,2,6.3
Expenditure quintile 4,HPIQ.SEQ4093,2009Q2,expq4,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,998,1.7,5.8
Expenditure quintile 5 (high),HPIQ.SEQ5093,2009Q2,expq5,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,981,1.7,4.7
Maori,HPIQ.SMAO093,2009Q2,maori,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,1040,1.5,4
Superannuitant,HPIQ.SSUP093,2009Q2,super,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,904,1.6,9
All households,HPIQ.SALL094,2009Q2,allhh,9.4,Recreational and cultural services,Rec & cultural services,subgroup,883,0.3,2.8
Beneficiary,HPIQ.SBEN094,2009Q2,benef,9.4,Recreational and cultural services,Rec & cultural services,subgroup,880,0.3,2.1
Income quintile 1 (low),HPIQ.SIQ1094,2009Q2,disq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,874,0.2,2.7
Income quintile 2,HPIQ.SIQ2094,2009Q2,disq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,889,0.1,2.5
Income quintile 3,HPIQ.SIQ3094,2009Q2,disq3,9.4,Recreational and cultural services,Rec & cultural services,subgroup,887,0.5,2.7
Income quintile 4,HPIQ.SIQ4094,2009Q2,disq4,9.4,Recreational and cultural services,Rec & cultural services,subgroup,883,0.3,2.7
Income quintile 5 (high),HPIQ.SIQ5094,2009Q2,disq5,9.4,Recreational and cultural services,Rec & cultural services,subgroup,883,0.5,3.2
Expenditure quintile 1 (low),HPIQ.SEQ1094,2009Q2,expq1,9.4,Recreational and cultural services,Rec & cultural services,subgroup,870,0.5,2.7
Expenditure quintile 2,HPIQ.SEQ2094,2009Q2,expq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,883,0.1,2.7
Expenditure quintile 3,HPIQ.SEQ3094,2009Q2,expq3,9.4,Recreational and cultural services,Rec & cultural services,subgroup,892,0.3,2.5
Expenditure quintile 4,HPIQ.SEQ4094,2009Q2,expq4,9.4,Recreational and cultural services,Rec & cultural services,subgroup,886,0.3,2.8
Expenditure quintile 5 (high),HPIQ.SEQ5094,2009Q2,expq5,9.4,Recreational and cultural services,Rec & cultural services,subgroup,883,0.5,3.2
Maori,HPIQ.SMAO094,2009Q2,maori,9.4,Recreational and cultural services,Rec & cultural services,subgroup,885,0.1,2.1
Superannuitant,HPIQ.SSUP094,2009Q2,super,9.4,Recreational and cultural services,Rec & cultural services,subgroup,877,0.3,3.2
All households,HPIQ.SALL095,2009Q2,allhh,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,834,3.2,7.3
Beneficiary,HPIQ.SBEN095,2009Q2,benef,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,837,2.4,6.6
Income quintile 1 (low),HPIQ.SIQ1095,2009Q2,disq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,821,2.9,6.8
Income quintile 2,HPIQ.SIQ2095,2009Q2,disq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,809,3.2,7.7
Income quintile 3,HPIQ.SIQ3095,2009Q2,disq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,877,3.9,7.3
Income quintile 4,HPIQ.SIQ4095,2009Q2,disq4,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,829,3.8,7.5
Income quintile 5 (high),HPIQ.SIQ5095,2009Q2,disq5,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,839,2.4,7.3
Expenditure quintile 1 (low),HPIQ.SEQ1095,2009Q2,expq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,778,1.8,5.9
Expenditure quintile 2,HPIQ.SEQ2095,2009Q2,expq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,816,3.7,7.2
Expenditure quintile 3,HPIQ.SEQ3095,2009Q2,expq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,860,3.5,8.2
Expenditure quintile 4,HPIQ.SEQ4095,2009Q2,expq4,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,875,4.3,7.6
Expenditure quintile 5 (high),HPIQ.SEQ5095,2009Q2,expq5,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,838,2.7,7.6
Maori,HPIQ.SMAO095,2009Q2,maori,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,861,2.4,6.4
Superannuitant,HPIQ.SSUP095,2009Q2,super,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,765,1.6,6.4
All households,HPIQ.SALL096,2009Q2,allhh,9.6,Accommodation services,Accomodation,subgroup,901,-5.8,-0.1
Beneficiary,HPIQ.SBEN096,2009Q2,benef,9.6,Accommodation services,Accomodation,subgroup,892,-5.6,0.1
Income quintile 1 (low),HPIQ.SIQ1096,2009Q2,disq1,9.6,Accommodation services,Accomodation,subgroup,897,-5.9,-0.2
Income quintile 2,HPIQ.SIQ2096,2009Q2,disq2,9.6,Accommodation services,Accomodation,subgroup,889,-5.4,0.2
Income quintile 3,HPIQ.SIQ3096,2009Q2,disq3,9.6,Accommodation services,Accomodation,subgroup,907,-5.6,0.1
Income quintile 4,HPIQ.SIQ4096,2009Q2,disq4,9.6,Accommodation services,Accomodation,subgroup,886,-5.4,0.3
Income quintile 5 (high),HPIQ.SIQ5096,2009Q2,disq5,9.6,Accommodation services,Accomodation,subgroup,911,-6.1,-0.4
Expenditure quintile 1 (low),HPIQ.SEQ1096,2009Q2,expq1,9.6,Accommodation services,Accomodation,subgroup,880,-5.7,-0.1
Expenditure quintile 2,HPIQ.SEQ2096,2009Q2,expq2,9.6,Accommodation services,Accomodation,subgroup,876,-5.2,0.6
Expenditure quintile 3,HPIQ.SEQ3096,2009Q2,expq3,9.6,Accommodation services,Accomodation,subgroup,904,-5.9,-0.3
Expenditure quintile 4,HPIQ.SEQ4096,2009Q2,expq4,9.6,Accommodation services,Accomodation,subgroup,918,-5.9,-0.3
Expenditure quintile 5 (high),HPIQ.SEQ5096,2009Q2,expq5,9.6,Accommodation services,Accomodation,subgroup,901,-5.9,-0.1
Maori,HPIQ.SMAO096,2009Q2,maori,9.6,Accommodation services,Accomodation,subgroup,900,-5.6,0.1
Superannuitant,HPIQ.SSUP096,2009Q2,super,9.6,Accommodation services,Accomodation,subgroup,917,-6,-0.4
All households,HPIQ.SALL10,2009Q2,allhh,10,Education,Education,group,810,0,4.1
Beneficiary,HPIQ.SBEN10,2009Q2,benef,10,Education,Education,group,815,0,3.6
Income quintile 1 (low),HPIQ.SIQ110,2009Q2,disq1,10,Education,Education,group,794,0,4.1
Income quintile 2,HPIQ.SIQ210,2009Q2,disq2,10,Education,Education,group,820,0,3.4
Income quintile 3,HPIQ.SIQ310,2009Q2,disq3,10,Education,Education,group,819,0,4.1
Income quintile 4,HPIQ.SIQ410,2009Q2,disq4,10,Education,Education,group,809,0,3.7
Income quintile 5 (high),HPIQ.SIQ510,2009Q2,disq5,10,Education,Education,group,803,0,4.7
Expenditure quintile 1 (low),HPIQ.SEQ110,2009Q2,expq1,10,Education,Education,group,832,0,3.5
Expenditure quintile 2,HPIQ.SEQ210,2009Q2,expq2,10,Education,Education,group,805,0,3.6
Expenditure quintile 3,HPIQ.SEQ310,2009Q2,expq3,10,Education,Education,group,815,0,3.7
Expenditure quintile 4,HPIQ.SEQ410,2009Q2,expq4,10,Education,Education,group,805,0,3.9
Expenditure quintile 5 (high),HPIQ.SEQ510,2009Q2,expq5,10,Education,Education,group,803,0,4.6
Maori,HPIQ.SMAO10,2009Q2,maori,10,Education,Education,group,821,-0.1,3.4
Superannuitant,HPIQ.SSUP10,2009Q2,super,10,Education,Education,group,845,0,4.1
All households,HPIQ.SALL101,2009Q2,allhh,10.1,Early childhood education,Early childhood education,subgroup,804,-0.1,3.1
Beneficiary,HPIQ.SBEN101,2009Q2,benef,10.1,Early childhood education,Early childhood education,subgroup,753,-0.1,4
Income quintile 1 (low),HPIQ.SIQ1101,2009Q2,disq1,10.1,Early childhood education,Early childhood education,subgroup,711,-0.1,4.7
Income quintile 2,HPIQ.SIQ2101,2009Q2,disq2,10.1,Early childhood education,Early childhood education,subgroup,775,-0.1,3.1
Income quintile 3,HPIQ.SIQ3101,2009Q2,disq3,10.1,Early childhood education,Early childhood education,subgroup,808,-0.1,2.9
Income quintile 4,HPIQ.SIQ4101,2009Q2,disq4,10.1,Early childhood education,Early childhood education,subgroup,809,-0.1,2.8
Income quintile 5 (high),HPIQ.SIQ5101,2009Q2,disq5,10.1,Early childhood education,Early childhood education,subgroup,808,-0.4,3.3
Expenditure quintile 1 (low),HPIQ.SEQ1101,2009Q2,expq1,10.1,Early childhood education,Early childhood education,subgroup,756,-0.3,3.8
Expenditure quintile 2,HPIQ.SEQ2101,2009Q2,expq2,10.1,Early childhood education,Early childhood education,subgroup,785,0,3.2
Expenditure quintile 3,HPIQ.SEQ3101,2009Q2,expq3,10.1,Early childhood education,Early childhood education,subgroup,800,-0.1,3
Expenditure quintile 4,HPIQ.SEQ4101,2009Q2,expq4,10.1,Early childhood education,Early childhood education,subgroup,813,-0.1,2.9
Expenditure quintile 5 (high),HPIQ.SEQ5101,2009Q2,expq5,10.1,Early childhood education,Early childhood education,subgroup,808,-0.2,3.1
